geneset	gene
GS246761	84551
GS246761	85270
GS246761	300652
GS246761	64192
GS246761	114587
GS246761	79237
GS246761	114122
GS246761	58982
GS246761	81677
GS246761	65034
GS246761	84420
GS246761	56765
GS246761	81805
GS246761	84556
GS246761	207119
GS246761	81645
GS246761	79240
GS246761	64371
GS246761	171375
GS246761	83574
GS246761	114630
GS246761	140592
GS246761	192172
GS246761	83506
GS246761	116638
GS246761	64618
GS246761	114490
GS246761	114491
GS246761	64394
GS246761	64076
GS246761	84031
GS246761	83623
GS246761	170632
GS246761	84488
GS246761	63851
GS246761	84409
GS246761	84574
GS246761	140447
GS246761	64023
GS246761	117186
GS246761	65040
GS246761	116681
GS246761	84400
GS246761	116720
GS246761	116676
GS246761	114115
GS246761	113995
GS246761	81642
GS246761	140910
GS246761	64559
GS246761	171044
GS246761	93667
GS246761	83572
GS246761	84012
GS246761	171123
GS246761	29527
GS246761	171051
GS246761	116683
GS246761	192213
GS246761	116693
GS246761	81679
GS246761	155012
GS246761	64555
GS246761	245961
GS246761	170904
GS246761	89808
GS246761	78967
GS246761	60628
GS246761	65208
GS246761	64515
GS246761	60393
GS246761	361391
GS246761	66014
GS246761	65031
GS246761	59268
GS246761	84487
GS246761	171136
GS246761	114004
GS246761	171088
GS246761	116744
GS246761	64030
GS246761	81921
GS246761	81741
GS246761	171402
GS246761	81753
GS246761	114629
GS246761	85268
GS246761	60563
GS246761	64036
GS246761	65048
GS246761	191571
GS246761	60460
GS246761	84394
GS246761	58812
GS246761	81771
GS246761	117269
GS246761	171493
GS246761	64035
GS246761	84390
GS246761	114244
GS246761	59315
GS246761	29548
GS246761	65050
GS246761	66016
GS246761	83470
GS246761	85272
GS246761	114210
GS246761	83476
GS246761	192207
GS246761	94202
GS246761	171163
GS246761	114107
GS246761	113912
GS246761	63848
GS246761	79208
GS246761	83611
GS246761	114593
GS246761	171109
GS246761	89824
GS246761	117538
GS246761	171111
GS246761	171485
GS246761	114856
GS246761	84357
GS246761	171046
GS246761	117100
GS246761	81710
GS246761	170917
GS246761	64633
GS246761	65028
GS246761	113992
GS246761	154516
GS246761	116684
GS246761	50864
GS246761	81750
GS246761	64521
GS246761	140945
GS246761	83765
GS246761	170914
GS246761	171115
GS246761	81803
GS246761	140693
GS246761	60356
GS246761	191569
GS246761	60664
GS246761	116727
GS246761	63882
GS246761	60444
GS246761	170739
GS246761	170842
GS246761	60394
GS246761	114027
GS246761	60564
GS246761	246074
GS246761	81520
GS246761	117955
GS246761	81656
GS246761	140944
GS246761	114516
GS246761	79252
GS246761	66015
GS246761	50522
GS246761	83720
GS246761	85327
GS246761	252859
GS246761	116641
GS246761	29599
GS246761	29600
GS246761	64373
